gene_id	chromosome	start	end	gene_name
ENSG00000168505	2	237073879	237077012	GBX2
ENSG00000233611	2	237076090	237203570	AC079135.1
ENSG00000182177	2	237102095	237173052	ASB18
ENSG00000200745	2	237119016	237119191	RNU1-31P
ENSG00000132321	2	237232794	237416185	IQCA1
ENSG00000270540	2	237276203	237277745	RP11-785G17.1
ENSG00000232893	2	237299717	237301031	AC019068.2
ENSG00000231546	2	237316489	237317720	RPL3P5
ENSG00000144476	2	237476430	237491001	ACKR3
ENSG00000232328	2	237642025	237663006	AC011286.1
ENSG00000202341	2	237923847	237923948	RNU6-1051P
ENSG00000124835	2	237957242	237964810	AC105760.3
ENSG00000227252	2	237968077	237994460	AC105760.2
ENSG00000198612	2	237993955	238009109	COPS8
ENSG00000224844	2	238031553	238032740	AC107079.1
ENSG00000224132	2	238165734	238166319	AC112715.2
ENSG00000163359	2	238232646	238323018	COL6A3
ENSG00000222022	2	238330063	238333919	AC112721.1
ENSG00000222032	2	238337563	238343465	AC112721.2
ENSG00000115648	2	238394071	238463961	MLPH
ENSG00000222449	2	238471808	238471913	RNU6-1140P
ENSG00000071677	2	238475217	238475818	PRLH
ENSG00000124839	2	238482965	238510257	RAB17
ENSG00000234949	2	238499663	238504624	AC104667.3
ENSG00000227107	2	238521620	238535168	AC096574.5
ENSG00000124831	2	238536219	238722325	LRRFIP1
ENSG00000177483	2	238707032	238751451	RBM44
ENSG00000132329	2	238767536	238820756	RAMP1
ENSG00000263723	2	238778547	238778625	SNORD39
ENSG00000184182	2	238875469	238951236	UBE2F
ENSG00000258984	2	238875656	239008053	UBE2F-SCLY
ENSG00000251971	2	238937612	238937704	RNU6-1333P
ENSG00000132330	2	238969530	239008054	SCLY
ENSG00000144488	2	239008798	239041928	ESPNL
ENSG00000168427	2	239047363	239061588	KLHL30
ENSG00000178752	2	239067623	239077541	FAM132B
ENSG00000132323	2	239079042	239112370	ILKAP
ENSG00000186235	2	239133193	239140318	AC016757.3
ENSG00000225057	2	239140325	239164274	AC096574.4
ENSG00000144485	2	239146908	239149303	HES6
ENSG00000132326	2	239152679	239198743	PER2
ENSG00000268396	2	239192329	239192498	AC012485.1
ENSG00000232306	2	239207351	239209261	AC012485.2
ENSG00000204104	2	239229082	239309541	TRAF3IP1
ENSG00000202099	2	239321283	239321386	RNU6-234P
ENSG00000065802	2	239335383	239360891	ASB1
ENSG00000229915	2	239335718	239336370	AC016999.2
ENSG00000225493	2	239419331	239463695	LINC01107
ENSG00000234279	2	239628965	239649421	AC113618.1
ENSG00000224252	2	239643904	239644188	AC113618.2
ENSG00000226992	2	239697289	239698357	AC144525.1
ENSG00000233608	2	239756673	239795893	TWIST2
ENSG00000227744	2	239840998	239847965	AC114788.2
ENSG00000211566	2	239894624	239894706	AC114788.1
ENSG00000260506	2	239928722	239931139	RP11-648F7.1
ENSG00000068024	2	239969864	240323348	HDAC4
ENSG00000266109	2	239990513	239990610	MIR4440
ENSG00000265332	2	239990615	239990708	AC017028.6
ENSG00000266360	2	239990762	239990855	AC017028.10
ENSG00000263743	2	239990860	239990953	AC017028.2
ENSG00000264103	2	239991056	239991149	AC017028.3
ENSG00000264518	2	239991154	239991247	AC017028.4
ENSG00000265979	2	239991301	239991394	AC017028.9
ENSG00000264730	2	239991448	239991541	AC017028.5
ENSG00000265891	2	240007394	240007492	AC017028.8
ENSG00000264810	2	240007523	240007622	MIR4441
ENSG00000265416	2	240008039	240008138	AC017028.7
ENSG00000213828	2	240083493	240084053	AC017028.1
ENSG00000265215	2	240227157	240227240	MIR4269
ENSG00000264292	2	240273419	240273499	MIR2467
ENSG00000222020	2	240323130	240324058	AC062017.1
ENSG00000196758	2	240499995	240507788	AC079612.1
ENSG00000227459	2	240547392	240552533	AC079612.2
ENSG00000259889	2	240656650	240657232	RP11-315F22.1
ENSG00000220256	2	240684554	240724577	AC093802.1
ENSG00000130414	2	240831867	240964819	NDUFA10
ENSG00000264279	2	240882432	240882511	MIR4786
ENSG00000182083	2	240968841	240969906	OR6B2
ENSG00000221961	2	240981230	240982399	PRR21
ENSG00000178586	2	240984494	240985489	OR6B3
ENSG00000231278	2	241018850	241019779	OR9S24P
ENSG00000213048	2	241048519	241049469	OR5S1P
ENSG00000267963	2	241053907	241064304	AC013469.1
ENSG00000172428	2	241065980	241076224	MYEOV2
ENSG00000178602	2	241078446	241083979	OTOS
ENSG00000227479	2	241166977	241195452	AC124861.1
ENSG00000221412	2	241201132	241201277	AC124861.2
ENSG00000063660	2	241375088	241407493	GPC1
ENSG00000218416	2	241388732	241396131	AC110619.2
ENSG00000255735	2	241390181	241391848	AC110619.1
ENSG00000207611	2	241395418	241395506	MIR149
ENSG00000144504	2	241418839	241508626	ANKMY1
ENSG00000188542	2	241499471	241503431	DUSP28
ENSG00000142327	2	241505221	241520789	RNPEPL1
ENSG00000260942	2	241522117	241526116	CAPN10-AS1
ENSG00000142330	2	241526133	241557122	CAPN10
ENSG00000178623	2	241544848	241570676	GPR35
ENSG00000185176	2	241615835	241622323	AQP12B
ENSG00000268822	2	241624478	241624705	AC011298.1
ENSG00000219159	2	241625751	241629831	AC011298.2
ENSG00000184945	2	241631262	241637900	AQP12A
ENSG00000130294	2	241653181	241759725	KIF1A
ENSG00000172482	2	241807896	241819919	AGXT
ENSG00000172478	2	241825465	241836306	C2orf54
ENSG00000226321	2	241858202	241932728	AC104809.3
ENSG00000233392	2	241894034	241906868	AC104809.4
ENSG00000223991	2	241920932	241925489	AC104809.2
ENSG00000162804	2	241938255	242034983	SNED1
ENSG00000229996	2	241949462	241950161	AC093585.6
ENSG00000225521	2	241955016	242003533	AC005237.4
ENSG00000122085	2	242011584	242041747	MTERFD2
ENSG00000115687	2	242045514	242089679	PASK
ENSG00000235861	2	242058140	242058358	AC005237.2
ENSG00000115685	2	242088991	242123067	PPP1R7
ENSG00000146205	2	242127924	242164792	ANO7
ENSG00000115677	2	242166679	242256476	HDLBP
ENSG00000268485	2	242167319	242168850	AC104841.2
ENSG00000266621	2	242184617	242184714	AC104841.1
ENSG00000168385	2	242254515	242293442	SEPT2
ENSG00000223374	2	242290755	242292519	AC005104.3
ENSG00000006607	2	242295658	242434256	FARP2
ENSG00000263752	2	242417320	242417397	MIR3133
ENSG00000224232	2	242417731	242418408	AC110299.5
ENSG00000115694	2	242432089	242449145	STK25
ENSG00000234235	2	242483818	242498392	BOK-AS1
ENSG00000176720	2	242498136	242513546	BOK
ENSG00000273113	2	242521337	242522141	RP11-367H1.1
ENSG00000176946	2	242523820	242576864	THAP4
ENSG00000207186	2	242524383	242524490	RNA5SP122
ENSG00000168397	2	242576628	242613272	ATG4B
ENSG00000168393	2	242615157	242626406	DTYMK
ENSG00000228989	2	242629829	242633704	AC133528.2
ENSG00000168395	2	242641450	242668893	ING5
ENSG00000235351	2	242664030	242665108	AC114730.11
ENSG00000180902	2	242673994	242708231	D2HGDH
ENSG00000215692	2	242674130	242674913	AC114730.8
ENSG00000234793	2	242694208	242695155	AC114730.7
ENSG00000154252	2	242716240	242743623	GAL3ST2
ENSG00000215023	2	242740331	242741322	AC114730.5
ENSG00000224272	2	242749407	242753111	AC114730.3
ENSG00000204099	2	242749920	242758739	NEU4
ENSG00000235151	2	242786532	242787188	AC114730.2
ENSG00000188389	2	242792033	242801060	PDCD1
ENSG00000188011	2	242811752	242815975	CXXC11
ENSG00000233806	2	242823514	243020873	AC131097.3
ENSG00000216921	2	242836136	242844702	AC131097.4
ENSG00000237940	2	242912834	242919427	AC093642.3
ENSG00000226423	2	242967334	242968327	AC093642.4
ENSG00000232002	2	242989846	243026289	AC093642.6
ENSG00000261186	2	243029505	243030608	RP11-341N2.1
ENSG00000220804	2	243030784	243102304	AC093642.5
ENSG00000224160	2	243062007	243062204	CICP10
ENSG00000244528	2	243064438	243064620	AC134873.1
ENSG00000271153	2	243160372	243160825	ABC7-43041300I9.1
ENSG00000223587	3	65431	66175	AY269186.1
ENSG00000224918	3	95031	96029	AY269186.2
ENSG00000224318	3	237441	239024	CHL1-AS2
ENSG00000134121	3	238279	451090	CHL1
ENSG00000252017	3	324372	324475	RNU6-1194P
ENSG00000231660	3	350397	351005	RPS8P6
ENSG00000234661	3	405053	427478	CHL1-AS1
ENSG00000224957	3	577914	887698	AC090044.1
ENSG00000238075	3	659472	659997	AC087431.1
ENSG00000224239	3	898807	899774	AC090044.2
ENSG00000235158	3	1049819	1054618	AC087430.1
ENSG00000244169	3	1107266	1107559	RN7SL120P
ENSG00000134115	3	1134260	1445901	CNTN6
ENSG00000232563	3	1435857	1436132	AC026214.2
ENSG00000184423	3	1637461	1637929	AC090043.1
ENSG00000214074	3	1771754	1772158	RPL23AP39
ENSG00000214073	3	1947335	1947809	RPL21P17
ENSG00000225044	3	2004065	2029154	RP11-204C23.1
ENSG00000223040	3	2130617	2130895	RN7SKP144
ENSG00000144619	3	2140497	3099645	CNTN4
ENSG00000227588	3	2152093	2185925	CNTN4-AS2
ENSG00000230398	3	2403942	2404422	AC026882.1
ENSG00000225310	3	3026915	3027259	DNAJC19P4
ENSG00000237990	3	3080717	3102829	CNTN4-AS1
ENSG00000091181	3	3111233	3168297	IL5RA
ENSG00000253049	3	3144597	3144699	SNORA43
ENSG00000072756	3	3168600	3192563	TRNT1
ENSG00000113851	3	3190676	3221394	CRBN
ENSG00000271870	3	3194626	3195119	RP11-97C16.1
ENSG00000223727	3	3292371	3668980	AC026188.1
ENSG00000223036	3	3688140	3688262	AC024158.1
ENSG00000144455	3	3742498	4508965	SUMF1
ENSG00000175928	3	3841121	3889387	LRRN1
ENSG00000229241	3	4023665	4025979	PNPT1P1
ENSG00000170364	3	4344988	4359251	SETMAR
ENSG00000234325	3	4456264	4456644	MRPS10P2
ENSG00000231249	3	4532575	4534847	ITPR1-AS1
ENSG00000150995	3	4535032	4889524	ITPR1
ENSG00000235947	3	4790876	4793274	EGOT
ENSG00000235978	3	4855978	4928977	AC018816.3
ENSG00000239126	3	4920283	4920386	snoU13
ENSG00000235831	3	4938493	5021646	BHLHE40-AS1
ENSG00000134107	3	5020801	5027008	BHLHE40
ENSG00000230182	3	5110361	5110729	RNF10P1
ENSG00000224082	3	5121897	5126114	UBTFL8
ENSG00000207283	3	5127863	5127964	Y_RNA
ENSG00000237566	3	5141312	5141546	AC090955.5
ENSG00000134108	3	5163905	5222596	ARL8B
ENSG00000233912	3	5198590	5229014	AC026202.3
ENSG00000268509	3	5229227	5229982	AC026202.1
ENSG00000134109	3	5229331	5261642	EDEM1
ENSG00000265180	3	5291862	5291940	MIR4790
ENSG00000241227	3	5294613	5294908	RN7SL553P
ENSG00000230944	3	5297220	5298446	AC026202.5
ENSG00000229642	3	6004529	6165807	AC027119.1
ENSG00000226022	3	6190171	6407572	AC026167.1
ENSG00000232958	3	6249956	6250258	AC091069.1
ENSG00000189229	3	6532166	6777816	AC069277.2
ENSG00000226258	3	6673376	6847136	GRM7-AS3
ENSG00000223719	3	6734006	6734775	AC024162.2
ENSG00000196277	3	6811688	7783215	GRM7
ENSG00000236152	3	6814724	6815030	MRPS36P1
ENSG00000237665	3	6934319	6935709	GRM7-AS2
ENSG00000236202	3	7561428	7602020	GRM7-AS1
ENSG00000270207	3	7648577	7649584	RP11-157E16.1
ENSG00000227110	3	7994492	8653610	LMCD1-AS1
ENSG00000266293	3	8048164	8048248	AC069276.1
ENSG00000228351	3	8121009	8154611	AC018832.1
ENSG00000253081	3	8406215	8406334	RNU4ATAC17P
ENSG00000231401	3	8406393	8408078	AC023481.1
ENSG00000071282	3	8543393	8609805	LMCD1
ENSG00000237697	3	8613468	8615561	LINC00312
ENSG00000224884	3	8615412	8634810	AC034187.2
ENSG00000125046	3	8661086	8786726	SSUH2
ENSG00000215160	3	8729829	8730845	OR7E122P
ENSG00000265330	3	8737000	8737076	AC034187.4
ENSG00000264097	3	8737735	8737803	AC034187.1
ENSG00000266275	3	8737863	8737942	AC034187.5
ENSG00000265169	3	8741697	8741784	AC034187.3
ENSG00000182533	3	8775486	8883492	CAV3
ENSG00000180914	3	8792094	8811314	OXTR
ENSG00000266778	3	8812877	8812973	hsa-mir-548ba
ENSG00000070950	3	8817088	9005457	RAD18
ENSG00000199815	3	8973179	8973316	SNORA43
ENSG00000196220	3	9022275	9404737	SRGAP3
ENSG00000224808	3	9055807	9057663	SRGAP3-AS1
ENSG00000228723	3	9234177	9236137	SRGAP3-AS2
ENSG00000227929	3	9258579	9259771	SRGAP3-AS3
ENSG00000235830	3	9298443	9299191	SRGAP3-AS4
ENSG00000254485	3	9334272	9404987	RP11-380O24.1
ENSG00000214041	3	9390071	9390952	PGAM1P4
ENSG00000206573	3	9391373	9440263	SETD5-AS1
ENSG00000134077	3	9404526	9428475	THUMPD3
ENSG00000168137	3	9439299	9520924	SETD5
ENSG00000266001	3	9467941	9468034	AC018506.1
ENSG00000269975	3	9540045	9541253	RP11-58B17.2
ENSG00000156959	3	9543481	9595486	LHFPL4
ENSG00000235338	3	9642432	9644412	DUSP5P2
ENSG00000163719	3	9691117	9744077	MTMR14
ENSG00000144550	3	9745491	9771592	CPNE9
ENSG00000156983	3	9773413	9789702	BRPF1
ENSG00000114026	3	9791628	9829903	OGG1
ENSG00000134072	3	9799026	9811676	CAMK1
ENSG00000171148	3	9821544	9834695	TADA3
ENSG00000241553	3	9834179	9849410	ARPC4
ENSG00000250151	3	9834766	9877085	ARPC4-TTLL3
ENSG00000214021	3	9849770	9896822	TTLL3
ENSG00000269886	3	9854446	9854781	RP11-266J6.2
ENSG00000156990	3	9879533	9886286	RPUSD3
ENSG00000187288	3	9908398	9921938	CIDEC
ENSG00000171135	3	9932238	9936033	JAGN1
ENSG00000163701	3	9944296	9958086	IL17RE
ENSG00000163702	3	9958758	9975314	IL17RC
ENSG00000212327	3	9960735	9960837	RNU6-882P
ENSG00000163703	3	9975506	9987097	CRELD1
ENSG00000269894	3	9977390	9977942	RP11-1020A11.1
ENSG00000163704	3	9987226	9994078	PRRT3
ENSG00000230082	3	9989088	9996471	PRRT3-AS1
ENSG00000269982	3	10000401	10004223	RP11-1020A11.2
ENSG00000125037	3	10004221	10052800	EMC3
ENSG00000180385	3	10028577	10048674	EMC3-AS1
ENSG00000232901	3	10042331	10042624	CYCSP10
ENSG00000206567	3	10048102	10052893	AC022007.5
ENSG00000186162	3	10055932	10068049	CIDECP
ENSG00000144554	3	10068098	10143614	FANCD2
ENSG00000201182	3	10079236	10079339	RNU6-670P
ENSG00000229217	3	10099657	10099971	CYCSP11
ENSG00000163705	3	10123001	10149915	FANCD2OS
ENSG00000254999	3	10157276	10168874	BRK1
ENSG00000238642	3	10175069	10175172	snoU13
ENSG00000134086	3	10182692	10193904	VHL
ENSG00000238345	3	10182834	10182931	snoU13
ENSG00000134070	3	10206549	10285427	IRAK2
ENSG00000222348	3	10258896	10259003	RNU6-814P
ENSG00000157014	3	10289707	10322902	TATDN2
ENSG00000272410	3	10291056	10327480	RP11-438J1.1
ENSG00000231177	3	10326103	10327430	LINC00852
ENSG00000157017	3	10327359	10334631	GHRL
ENSG00000240288	3	10327438	10335133	GHRLOS
ENSG00000157020	3	10334815	10362862	SEC13
ENSG00000157087	3	10365707	10749716	ATP2B2
ENSG00000264534	3	10371913	10371969	MIR378B
ENSG00000216135	3	10436173	10436246	MIR885
ENSG00000239167	3	10523647	10523709	AC090841.1
ENSG00000236999	3	10607939	10612059	ATP2B2-IT1
ENSG00000224771	3	10667706	10668492	ATP2B2-IT2
ENSG00000226567	3	10801169	10805877	LINC00606
ENSG00000230599	3	10809149	10813403	AC018495.3
ENSG00000132164	3	10857885	10982419	SLC6A11
ENSG00000157103	3	11034410	11080933	SLC6A1
ENSG00000232287	3	11047784	11060910	SLC6A1-AS1
ENSG00000196639	3	11178779	11305243	HRH1
ENSG00000213964	3	11275942	11276268	CHCHD4P4
ENSG00000197548	3	11313995	11599139	ATG7
ENSG00000226621	3	11332092	11332349	AC083855.5
ENSG00000235240	3	11529774	11529947	AC026185.1
ENSG00000270531	3	11570962	11571229	RP11-169K17.2
ENSG00000144560	3	11597544	11762220	VGLL4
ENSG00000271716	3	11648658	11652222	RP11-169K17.4
ENSG00000272483	3	11653076	11653671	RP11-169K17.3
ENSG00000244030	3	11761930	11766453	AC090939.1
ENSG00000144559	3	11831916	11888393	TAMM41
ENSG00000230342	3	11901148	11932646	FANCD2P2
ENSG00000224263	3	11920304	11920603	CYCSP12
ENSG00000225275	3	11941485	11942719	NUP210P2
ENSG00000231897	3	11948001	11953787	MARK2P14
ENSG00000251038	3	11951108	11952239	AC090958.5
ENSG00000263988	3	11994264	11994559	RN7SL147P
ENSG00000157152	3	12045876	12232900	SYN2
ENSG00000226642	3	12111695	12112860	ACTG1P12
ENSG00000265870	3	12112538	12112621	AC026166.1
ENSG00000157150	3	12194551	12200851	TIMP4
ENSG00000233026	3	12206799	12207142	AC026166.2
ENSG00000236062	3	12299300	12299959	GSTM5P1
ENSG00000132170	3	12328867	12475855	PPARG
ENSG00000225026	3	12369502	12369773	AC091492.2
ENSG00000154743	3	12525931	12581122	TSEN2
ENSG00000251777	3	12543122	12543203	RNU6-404P
ENSG00000200114	3	12552594	12552712	RNA5SP123
ENSG00000251774	3	12556205	12556306	RNU6-377P
ENSG00000225526	3	12556433	12602558	C3orf83
ENSG00000075975	3	12598513	12625212	MKRN2
ENSG00000132155	3	12625100	12705725	RAF1
ENSG00000239140	3	12674233	12674333	snoU13
ENSG00000233252	3	12715198	12715382	CRIP1P1
ENSG00000088726	3	12775024	12810956	TMEM40
ENSG00000213943	3	12828892	12830170	KRT18P17
ENSG00000144712	3	12837971	12913415	CAND2
ENSG00000272263	3	12873718	12874227	RP11-767C1.2
ENSG00000144713	3	12875984	12883087	RPL32
ENSG00000207496	3	12881811	12881949	SNORA7A
ENSG00000250939	3	12892158	12892359	AC034198.7
ENSG00000232746	3	12919021	12926710	RP11-767C1.1
ENSG00000144711	3	12938719	13114617	IQSEC1
ENSG00000231362	3	13094467	13094622	RP11-715I4.1
ENSG00000132182	3	13357737	13461809	NUP210
ENSG00000238138	3	13501794	13501898	AC027124.3
ENSG00000223398	3	13501924	13502389	AC027124.2
ENSG00000244502	3	13518482	13521553	HDAC11-AS1
ENSG00000163517	3	13521224	13547916	HDAC11
ENSG00000163520	3	13573824	13679922	FBLN2
ENSG00000224514	3	13692196	13788132	LINC00620
ENSG00000265457	3	13759417	13759507	AC093611.2
ENSG00000238827	3	13779558	13779629	AC093611.1
ENSG00000154764	3	13857755	13921618	WNT7A
ENSG00000233121	3	13968310	13969275	VN1R20P
ENSG00000250439	3	13974553	13978977	FGD5P1
ENSG00000180438	3	13978756	14124311	TPRXL
ENSG00000224752	3	14130607	14131371	VN1R21P
ENSG00000163528	3	14153580	14166370	CHCHD4
ENSG00000170876	3	14166440	14185179	TMEM43
ENSG00000268279	3	14176717	14189548	RP11-434D12.1
ENSG00000228242	3	14186223	14189784	AC093495.4
ENSG00000154767	3	14186647	14220283	XPC
ENSG00000170860	3	14219858	14242619	LSM3
ENSG00000255021	3	14313873	14345345	RP11-536I6.2
ENSG00000251576	3	14389951	14394068	RP11-536I6.1
ENSG00000199609	3	14436148	14436257	RNA5SP124
ENSG00000131389	3	14444076	14530857	SLC6A6
ENSG00000144596	3	14530619	14583588	GRIP2
ENSG00000207163	3	14572489	14572595	RNU6-905P
ENSG00000234123	3	14614359	14616299	RHBDF1P1
ENSG00000235629	3	14689701	14690939	AC090952.5
ENSG00000154781	3	14693271	14714166	CCDC174
ENSG00000131379	3	14716606	14814541	C3orf20
ENSG00000230172	3	14806459	14808947	AC090957.2
ENSG00000260902	3	14840838	14852921	RP11-95M5.1
ENSG00000154783	3	14860469	14975895	FGD5
ENSG00000225733	3	14961854	14989931	FGD5-AS1
ENSG00000177463	3	14989091	15095107	NR2C2
ENSG00000131368	3	15083967	15106842	MRPS25
ENSG00000131381	3	15111580	15140670	ZFYVE20
ENSG00000228874	3	15173355	15173715	AC090954.5
ENSG00000221424	3	15175890	15176037	AC090954.1
ENSG00000227578	3	15182887	15183664	RPS3AP53
ENSG00000230524	3	15193340	15247466	COL6A4P1
ENSG00000131375	3	15247659	15294425	CAPN7
ENSG00000252085	3	15278507	15278600	Y_RNA
ENSG00000224660	3	15295691	15306000	SH3BP5-AS1
ENSG00000131370	3	15296360	15382875	SH3BP5
ENSG00000238891	3	15358127	15358229	snoU13
ENSG00000201162	3	15381256	15381362	RNU6-454P
ENSG00000226427	3	15416880	15417152	HMGN2P7
ENSG00000206562	3	15422782	15482073	METTL6
ENSG00000144597	3	15468862	15484120	EAF1
ENSG00000206926	3	15474617	15474723	RNU6-1024P
ENSG00000249786	3	15477678	15493109	EAF1-AS1
ENSG00000206561	3	15491640	15563258	COLQ
ENSG00000263573	3	15537746	15537815	MIR4270
ENSG00000241064	3	15548132	15548412	RN7SL110P
ENSG00000131373	3	15602211	15643338	HACL1
ENSG00000169814	3	15642848	15687329	BTD
ENSG00000206560	3	15708743	15901278	ANKRD28
ENSG00000264354	3	15738805	15738878	MIR3134
ENSG00000270409	3	15773759	15774977	RP11-44D5.1
ENSG00000263740	3	15780022	15780315	RN7SL4P
ENSG00000207815	3	15915278	15915356	MIR563
ENSG00000224728	3	15919554	15921078	AC090945.1
ENSG00000131386	3	16216156	16273499	GALNT15
ENSG00000255701	3	16269421	16269957	AC090953.1
ENSG00000154813	3	16299485	16306479	DPH3
ENSG00000154814	3	16306706	16391806	OXNAD1
ENSG00000270739	3	16316567	16318139	RP11-608O8.2
ENSG00000131378	3	16355081	16555533	RFTN1
ENSG00000271964	3	16355946	16356494	RP11-415F23.2
ENSG00000272498	3	16380815	16381378	RP11-415F23.3
ENSG00000272529	3	16386633	16387947	RP11-415F23.4
ENSG00000269391	3	16572278	16573309	RP11-194G10.3
ENSG00000233570	3	16577827	16582880	LINC00690
ENSG00000092345	3	16628299	16711813	DAZL
ENSG00000264034	3	16661028	16661125	AC010139.1
ENSG00000229271	3	16729493	16738986	AC091493.2
ENSG00000224039	3	16734252	16735709	AC091493.1
ENSG00000154822	3	16844159	17132086	PLCL2
ENSG00000264818	3	16974688	16974752	MIR3714
ENSG00000226441	3	17084234	17085684	PLCL2-AS1
ENSG00000252976	3	17177142	17177214	AC090644.1
ENSG00000131374	3	17198654	18486309	TBC1D5
ENSG00000231780	3	17374618	17374923	AC090960.1
ENSG00000227309	3	17506642	17507002	AC140076.1
ENSG00000271841	3	17706455	17706517	U7
ENSG00000233133	3	17747550	17747725	AC104451.2
ENSG00000213383	3	17913221	17914090	AC104297.1
ENSG00000214286	3	17918947	17919661	PDCL3P3
ENSG00000226238	3	18031515	18037036	AC132807.1
ENSG00000182568	3	18386879	18487080	SATB1
ENSG00000272477	3	18450172	18451127	RP11-158G18.1
ENSG00000228956	3	18486516	18959184	AC144521.1
ENSG00000236570	3	18580165	18581391	RAD23BP1
ENSG00000251761	3	18996435	18996541	RNU6-138P
ENSG00000183960	3	19189946	19577138	KCNH8
ENSG00000271898	3	19356340	19356423	MIR4791
ENSG00000163576	3	19920964	19988517	EFHB
ENSG00000232953	3	19981761	19984802	HSPA8P18
ENSG00000144566	3	19988571	20026667	RAB5A
ENSG00000183977	3	20021453	20053822	PP2D1
ENSG00000201545	3	20038295	20038417	RNU4-85P
ENSG00000230697	3	20049344	20049739	AC097635.4
ENSG00000229468	3	20053944	20054098	AC097635.5
ENSG00000114166	3	20081515	20195896	KAT2B
ENSG00000266745	3	20179057	20179133	MIR3135A
ENSG00000129810	3	20202085	20227784	SGOL1
ENSG00000237485	3	20215736	20227919	SGOL1-AS1
ENSG00000252442	3	20234274	20234366	RNY4P22
ENSG00000199577	3	20310457	20310562	RNU6-822P
ENSG00000231304	3	20383960	20392420	AC107622.1
ENSG00000261734	3	20429741	20432054	RP11-669C19.1
ENSG00000206807	3	20549136	20549248	RNU6-815P
ENSG00000221659	3	21179755	21179833	AC104441.1
ENSG00000252306	3	21430025	21430109	AC104183.1
ENSG00000236380	3	21447218	21448175	VENTXP7
ENSG00000272511	3	21453714	21455436	RP11-180N14.1
ENSG00000151789	3	21459915	22414812	ZNF385D
ENSG00000225542	3	21584308	21621451	ZNF385D-AS1
ENSG00000221384	3	21871230	21871329	AC023798.1
ENSG00000223351	3	21984058	22021320	ZNF385D-AS2
ENSG00000132967	3	22423310	22424420	HMGB1P5
ENSG00000234723	3	22711692	22712202	AC092421.1
ENSG00000271235	3	22852881	22853538	RP11-1037D22.1
ENSG00000226183	3	22945626	22946642	RANP7
ENSG00000231915	3	23031314	23033073	SALL4P5
ENSG00000215016	3	23175863	23176315	RPL24P7
ENSG00000233153	3	23236561	23244069	UBE2E2-AS1
ENSG00000182247	3	23244511	23633284	UBE2E2
ENSG00000206728	3	23315298	23315401	Y_RNA
ENSG00000228171	3	23431152	23431400	AC121251.1
ENSG00000221506	3	23440991	23441060	AC092038.1
ENSG00000265645	3	23521988	23522069	AC092038.2
ENSG00000252562	3	23655152	23655250	RNU6-922P
ENSG00000212269	3	23682980	23683083	RNU6-788P
ENSG00000238672	3	23809102	23809195	AC020626.1
ENSG00000223791	3	23845515	23848396	UBE2E1-AS1
ENSG00000170142	3	23847394	23932807	UBE2E1
ENSG00000231395	3	23920472	23920989	AC124914.3
ENSG00000197885	3	23933151	23988082	NKIRAS1
ENSG00000174748	3	23958036	23965183	RPL15
ENSG00000174738	3	23986751	24022109	NR1D2
ENSG00000224074	3	24137760	24144729	LINC00691
ENSG00000242109	3	24138003	24138851	NPM1P23
ENSG00000151090	3	24158651	24536773	THRB
ENSG00000229756	3	24472239	24472598	RPL31P20
ENSG00000224822	3	24496627	24500925	THRB-IT1
ENSG00000228791	3	24535578	24541833	THRB-AS1
ENSG00000272554	3	24537763	24541071	RP11-317L10.1
ENSG00000265028	3	24562853	24562926	MIR4792
ENSG00000233544	3	24597325	24597950	EIF3KP2
ENSG00000237838	3	24729410	25215796	AC133680.1
ENSG00000244404	3	25061654	25061954	RN7SL216P
ENSG00000201713	3	25066498	25066617	RNA5SP125
ENSG00000077092	3	25215823	25639423	RARB
ENSG00000213877	3	25365665	25366150	CFL1P7
ENSG00000201962	3	25393775	25393883	RNA5SP126
ENSG00000229421	3	25482655	25482993	AC133141.1
ENSG00000272166	3	25597034	25597097	SNORD5
ENSG00000077097	3	25639475	25706398	TOP2B
ENSG00000264219	3	25706364	25706430	MIR4442
ENSG00000238225	3	25728387	25728614	CRIP1P2
ENSG00000151092	3	25760435	25831530	NGLY1
ENSG00000213872	3	25790979	25791387	AC092798.2
ENSG00000213871	3	25796416	25797161	TAF9BP1
ENSG00000263385	3	25810151	25810202	AC092798.1
ENSG00000151093	3	25824408	25836025	OXSM
ENSG00000230891	3	25900024	25915191	LINC00692
ENSG00000234158	3	26057160	26057860	RPEP2
ENSG00000237603	3	26257813	26258368	HMGB3P12
ENSG00000230465	3	26388172	26389129	VENTXP4
ENSG00000225386	3	26660821	26664181	AC099754.1
ENSG00000179796	3	26664297	26752267	LRRC3B
ENSG00000234165	3	26753798	26754855	AC114877.3
ENSG00000221438	3	26795428	26795567	AC114877.1
ENSG00000163491	3	27151576	27410951	NEK10
ENSG00000224237	3	27256307	27256509	MINOS1P3
ENSG00000207251	3	27307071	27307174	RNU6-342P
ENSG00000221573	3	27404057	27404149	AC099535.1
ENSG00000033867	3	27414214	27525911	SLC4A7
ENSG00000264625	3	27460829	27461125	RN7SL859P
ENSG00000227523	3	27503997	27504307	RPS20P15
ENSG00000230807	3	27527738	27528108	AC099535.4
ENSG00000201033	3	27555362	27555523	RNU1-96P
ENSG00000232167	3	27566844	27566885	AC137675.1
ENSG00000238912	3	27589248	27589349	Y_RNA
ENSG00000223968	3	27665693	27665947	AC098614.1
ENSG00000213846	3	27674467	27675211	AC098614.2
